coordinate_x,coordinate_y,cost,parent_coordinate_x,parent_coordinate_y
1.1422384975,16.5992470444,47.64221318843299,14.2554229047,30.5202821689
10.8040153617,27.6524991603,32.974689692182466,22.5388582876,39.561235468
-2.9886704931,14.2748990872,52.189224992444224,10.8040153617,27.6524991603
-15.1415161174,4.6984821862,67.66176251638728,-2.9886704931,14.2748990872
-1.5690728928,17.6405554171,48.89110670326406,10.8040153617,27.6524991603
0.93102135,17.9303899128,46.83093084826044,10.8040153617,27.6524991603
-9.7211416512,6.4328200253,62.50456124846067,0.93102135,17.9303899128
4.6586534871,21.6734164177,41.54877290921765,10.8040153617,27.6524991603
-7.6239841684,10.7118807012,58.01141100401921,4.6586534871,21.6734164177
-17.5559721262,1.8373459017,71.33063593272361,-7.6239841684,10.7118807012
-5.7612723576,11.851448999,55.86819673083321,4.6586534871,21.6734164177
12.2718636891,28.8782334136,31.07250733359711,22.5388582876,39.561235468
23.5137320322,36.3245792004,17.859212913066482,35.0,50.0
18.3156258388,30.7649718703,25.470358796753455,23.5137320322,36.3245792004
11.8942095159,22.7635180154,35.7174234608822,23.5137320322,36.3245792004
4.7612925442,15.2094304877,46.10697315763608,11.8942095159,22.7635180154
4.6971506983,14.5860666113,46.61092460103044,11.8942095159,22.7635180154
-6.158036322,0.2379840095,64.60266047041685,4.6971506983,14.5860666113
-10.0294493974,-4.2088838055,70.49863134589283,-6.158036322,0.2379840095
-11.5751743411,-5.6319461146,72.59024233101742,-6.158036322,0.2379840095
-13.1643680874,-9.2027819054,76.35922229208865,-6.158036322,0.2379840095
-13.7831984424,-10.1822767551,77.51486135812942,-6.158036322,0.2379840095
-19.0002581649,-17.8078878302,86.7543232697788,-13.7831984424,-10.1822767551
-8.9307425895,-3.3669686713,69.15058130049304,-6.158036322,0.2379840095
-8.1515693262,-0.033444944,66.07421631603943,4.6971506983,14.5860666113
-11.6094720569,-4.5318591897,71.74808818812988,-8.1515693262,-0.033444944
-18.3787703324,-12.3381627189,82.07427006411035,-8.1515693262,-0.033444944
-15.7154663295,-9.58337342,78.25673131801034,-8.1515693262,-0.033444944
-19.3687109181,-14.5628600274,84.42981949758767,-8.1515693262,-0.033444944
3.7273419888,11.0819706133,49.970713428910976,11.8942095159,22.7635180154
-3.794195413,0.6754583837,62.81084667087894,3.7273419888,11.0819706133
14.232273362,23.1772036435,33.95265751267915,23.5137320322,36.3245792004
6.659935743,11.1778662803,48.1415402795502,14.232273362,23.1772036435
6.6225897787,12.0250552755,47.453683305552474,14.232273362,23.1772036435
-5.0961841512,-2.9147984767,66.44128169390133,6.6225897787,12.0250552755
0.3763489879,3.5381184451,57.99140700566218,6.6225897787,12.0250552755
-8.3356834405,-8.6205784849,72.94912809107772,0.3763489879,3.5381184451
-8.9262701674,-10.7512246932,75.04203897261976,0.3763489879,3.5381184451
-4.6141334993,-2.5811978713,65.88210106223337,6.6225897787,12.0250552755
-13.2253787329,-12.8303126216,79.26858296144856,-4.6141334993,-2.5811978713
-13.5762263066,-14.7853429043,81.02344391791024,-4.6141334993,-2.5811978713
-14.3202221801,-16.1549679,82.56908372152766,-4.6141334993,-2.5811978713
-16.7891168173,-19.9205163577,87.0718379805209,-14.3202221801,-16.1549679
14.2936133806,21.8684789584,35.005332653588965,23.5137320322,36.3245792004
22.3277021165,34.2680027404,20.2332756116407,23.5137320322,36.3245792004
17.0034616385,27.3446657092,28.950762259687206,23.5137320322,36.3245792004
37.1489687823,33.7600013348,16.381563523455192,35.0,50.0
39.0361074169,19.3088186398,30.955443360700578,37.1489687823,33.7600013348
40.8196808982,2.6011602654,47.75803193266933,39.0361074169,19.3088186398
40.9367282426,6.1190646724,44.281431851001344,39.0361074169,19.3088186398
42.5995025204,-3.0181191262,53.56867827113641,40.9367282426,6.1190646724
43.6243370972,-3.6371097482,54.40102574999226,40.9367282426,6.1190646724
47.1331915087,-19.9156025048,71.05339452166501,43.6243370972,-3.6371097482
46.2819168235,-16.4849019674,67.52080070649882,43.6243370972,-3.6371097482
47.3669198342,-17.7471237797,68.99895099683529,43.6243370972,-3.6371097482
40.7198070943,6.8352924389,43.54209106722735,39.0361074169,19.3088186398
40.5244601622,7.362083715,42.99453258114737,39.0361074169,19.3088186398
38.2247842401,22.9250531282,27.269790263330975,37.1489687823,33.7600013348
39.5657621604,13.1780903512,37.10856585579956,38.2247842401,22.9250531282
41.0678615087,-4.7558278435,55.10528011886311,39.5657621604,13.1780903512
39.1043510415,10.0621562995,40.16272447490227,38.2247842401,22.9250531282
39.193776638,-5.7963336828,56.02146658945911,39.1043510415,10.0621562995
39.3449073387,-19.100076454,69.32606775638442,39.193776638,-5.7963336828
39.9676448132,-0.155900762,50.417185272444286,39.1043510415,10.0621562995
40.3842294387,-12.622123564,62.890366650878086,39.9676448132,-0.155900762
40.7942195212,-10.1042535457,60.39981763354308,39.9676448132,-0.155900762
39.6374069186,-5.3839475107,55.61802361414852,39.1043510415,10.0621562995
41.2165913723,-8.3707635728,58.71627115023338,39.1043510415,10.0621562995
38.1167197867,8.0389256993,42.15630992897269,38.2247842401,22.9250531282
38.3697671733,6.6222878578,43.573200198454344,38.2247842401,22.9250531282
26.5110104518,54.4058624456,9.56423376120624,35.0,50.0
36.6344653295,56.6908714117,6.887614765740164,35.0,50.0
40.3641490705,72.2540160204,22.89142715276806,36.6344653295,56.6908714117
43.545447814,86.0637629859,37.062869314613515,40.3641490705,72.2540160204
46.2632112604,99.4914501656,50.76283358998547,43.545447814,86.0637629859
47.8960341952,110.0544838912,61.451322361770366,46.2632112604,99.4914501656
44.7189357918,89.7348390428,40.906513634061476,40.3641490705,72.2540160204
48.0044617075,106.8294221472,58.31396755633208,44.7189357918,89.7348390428
46.1521963852,95.220421045,46.57624430063231,44.7189357918,89.7348390428
42.3180908263,70.9358290315,22.22457718917243,36.6344653295,56.6908714117
41.5931779457,31.3242548742,19.805389454073033,35.0,50.0
48.4132101764,13.4285983087,38.95656079000207,41.5931779457,31.3242548742
54.3924689113,-3.9930998593,57.37576549801736,48.4132101764,13.4285983087
60.345581039,-19.004139836,73.5241668178711,54.3924689113,-3.9930998593
59.0007004251,-15.0216094299,69.32833095626084,54.3924689113,-3.9930998593
56.3650956321,-9.0575957088,62.81087123656715,54.3924689113,-3.9930998593
58.690232353,-14.1915754522,68.44682801217492,56.3650956321,-9.0575957088
56.8734191565,-11.6190111385,65.39509445731238,54.3924689113,-3.9930998593
19.2521314849,49.8009420226,15.749126542359242,35.0,50.0
4.0512256008,48.1875063117,31.03541826044684,19.2521314849,49.8009420226
-2.199675485,47.6504562157,37.309347427250465,4.0512256008,48.1875063117
-10.8595055372,49.431396247,45.99794362352855,4.0512256008,48.1875063117
-1.0984113611,47.3544397169,36.25200342612163,4.0512256008,48.1875063117
1.1219390499,47.1209996234,34.07631860751644,19.2521314849,49.8009420226
-12.460379552,45.3623368235,47.7720213440419,1.1219390499,47.1209996234
-11.1900124129,45.6998961518,46.47001393616385,1.1219390499,47.1209996234
48.4304704373,38.4778757768,17.69567412623892,35.0,50.0
64.7736086398,29.8283008368,36.18657223716612,48.4304704373,38.4778757768
80.2933691905,22.3799393876,53.40113165148145,64.7736086398,29.8283008368
83.003105244,21.6867895717,56.15151030674923,64.7736086398,29.8283008368
69.344651679,26.7130983604,41.7182013765054,64.7736086398,29.8283008368
76.1911691172,24.3666646951,48.84319724541418,64.7736086398,29.8283008368
93.1429790677,15.3533169948,68.04226746676537,76.1911691172,24.3666646951
98.0882060164,11.9187812649,74.06317315063954,93.1429790677,15.3533169948
98.7221869133,11.2596398505,74.96222069971202,93.1429790677,15.3533169948
97.5573157987,12.2274596416,73.45127411930429,93.1429790677,15.3533169948
53.9939835664,33.0537784241,25.46571340730019,48.4304704373,38.4778757768
68.2409698905,20.1351989823,44.697622155866725,53.9939835664,33.0537784241
66.2030976448,21.8514155526,42.03542675678656,53.9939835664,33.0537784241
78.5513666278,9.6357891578,59.404976983947144,66.2030976448,21.8514155526
92.1330264123,-2.6000304615,77.68547928169464,78.5513666278,9.6357891578
96.2149504551,-8.1741000982,84.59433998415273,92.1330264123,-2.6000304615
101.8631653232,-12.9877587264,91.9185570138934,92.1330264123,-2.6000304615
100.1146243073,-11.4479294252,89.60148620638682,92.1330264123,-2.6000304615
106.8202046758,-18.671156605,99.45743968483902,100.1146243073,-11.4479294252
104.1506851203,-15.9630786126,95.65754584930409,92.1330264123,-2.6000304615
103.1968159191,-13.9588172747,93.54200715252766,92.1330264123,-2.6000304615
60.9154771026,29.6518368679,32.98535542618766,48.4304704373,38.4778757768
74.8981739209,19.7088084213,50.14285014430994,60.9154771026,29.6518368679
86.0473246445,10.6945060337,64.48025609492183,74.8981739209,19.7088084213
98.2345933903,2.101348755,79.39239448949249,86.0473246445,10.6945060337
100.8869057191,-0.6931481279,83.18565194141041,86.0473246445,10.6945060337
99.8577996958,-0.1206898862,82.02156972669985,86.0473246445,10.6945060337
114.1034217126,-9.4784958536,99.06581447878682,99.8577996958,-0.1206898862
114.1106338202,-11.2829175644,100.12512206643791,99.8577996958,-0.1206898862
97.6135882326,1.9929752964,78.95420132632245,86.0473246445,10.6945060337
96.7199032502,2.3068828751,78.05435482542798,86.0473246445,10.6945060337
107.3315048492,-5.8320595863,91.4277789526244,96.7199032502,2.3068828751
92.5467357647,5.0896399771,73.0626140705487,86.0473246445,10.6945060337
83.8566439649,11.9152108246,62.01695428013986,74.8981739209,19.7088084213
60.1670968454,26.8904956531,34.18857494975775,48.4304704373,38.4778757768
55.3563534098,32.9468789829,26.55906966535921,48.4304704373,38.4778757768
66.601192258,22.954481837,41.60215450336296,55.3563534098,32.9468789829
82.0770486908,11.6192897931,60.78518635447375,66.601192258,22.954481837
97.6663135833,0.2273553401,80.09325074399715,82.0770486908,11.6192897931
110.0937376357,-10.4112586428,96.45237590567146,97.6663135833,0.2273553401
116.2711600142,-15.4445439192,104.4207200194769,110.0937376357,-10.4112586428
111.1558494772,-10.8700518648,97.56093591702975,97.6663135833,0.2273553401
89.5392372203,4.7734696847,70.91185957949564,82.0770486908,11.6192897931
104.5199547449,-7.1419987666,90.05344483165757,89.5392372203,4.7734696847
79.0815142576,11.8596653272,58.30105837756472,66.601192258,22.954481837
85.9048693404,5.5118393267,67.62055780181474,79.0815142576,11.8596653272
97.9022706688,-4.9158151739,83.51626845024369,85.9048693404,5.5118393267
108.7966862644,-14.606354802,98.09690113382189,97.9022706688,-4.9158151739
109.1581061871,-14.3734866497,98.21801606606083,97.9022706688,-4.9158151739
115.484536766,-19.9069502578,106.62295172148426,109.1581061871,-14.3734866497
100.8145765296,-6.2033236953,86.58221419306174,85.9048693404,5.5118393267
77.1830474121,15.7125643907,54.42483077633254,66.601192258,22.954481837
81.3181868865,10.2047112721,61.073841136854384,66.601192258,22.954481837
85.0052008509,6.8448396148,66.06210832368474,81.3181868865,10.2047112721
94.0541108974,0.3272503598,77.19116084223447,81.3181868865,10.2047112721
102.4991835919,-7.5080893931,88.71122168663823,94.0541108974,0.3272503598
106.2808566896,-9.6250242203,92.95634660025156,94.0541108974,0.3272503598
112.438128649,-14.9614760519,101.10433507183157,106.2808566896,-9.6250242203
112.6594040353,-15.1101339138,101.37090955764536,112.438128649,-14.9614760519
112.2827572119,-14.2901823958,100.55809052398509,106.2808566896,-9.6250242203
114.4246331611,-16.2246753908,103.44424639806145,112.2827572119,-14.2901823958
98.574388181,-3.1566892163,82.89823905183928,94.0541108974,0.3272503598
112.8403693076,-13.6002676149,100.57835633856031,98.574388181,-3.1566892163
109.7234879714,-13.0417534483,97.79847129858842,98.574388181,-3.1566892163
81.7146539859,12.0350892824,60.24752548819863,66.601192258,22.954481837
91.0151822096,5.559416125,71.58040544350175,81.7146539859,12.0350892824
57.2531167493,29.653143993,30.174254935075197,48.4304704373,38.4778757768
35.702291059,61.157790047,11.179869921626262,35.0,50.0
40.369475941,31.837595919,18.93948768796303,35.0,50.0
45.8560158206,13.99330157,37.60820378372587,40.369475941,31.837595919
51.563759683,-4.6606038606,57.11580557924479,45.8560158206,13.99330157
55.2575380775,-17.7219746579,70.68943464196181,51.563759683,-4.6606038606
51.6757589488,-3.7084262344,56.24205945933147,45.8560158206,13.99330157
54.5606725094,-11.7272303149,64.76402784307811,51.6757589488,-3.7084262344
41.4826868181,27.9512717674,22.982104893215492,40.369475941,31.837595919
42.4497059649,24.7401512599,26.33550537597069,40.369475941,31.837595919
49.5830951592,6.5012217726,45.91977943042717,42.4497059649,24.7401512599
53.5328826749,54.4499567577,19.059639434863623,35.0,50.0
66.701142748,57.1903916913,32.51003188185545,53.5328826749,54.4499567577
83.5535226415,60.8712914407,49.75971973526242,66.701142748,57.1903916913
100.5305403921,63.3593733987,66.91809039024923,83.5535226415,60.8712914407
106.4460872406,63.1956481492,72.83590252600702,100.5305403921,63.3593733987
113.1823007517,65.0898761447,79.68765106987559,100.5305403921,63.3593733987
109.725961312,64.6614734133,76.20524443991138,100.5305403921,63.3593733987
102.7002723524,65.6304599678,69.4890813458465,83.5535226415,60.8712914407
110.1636230669,66.5571881818,77.0097481427636,102.7002723524,65.6304599678
116.0527203646,68.5325779818,83.15327385348071,102.7002723524,65.6304599678
72.113705613,58.5353114197,38.08428407730959,53.5328826749,54.4499567577
90.6166474962,63.4964445709,57.2407895122007,72.113705613,58.5353114197
106.9797094968,68.6128322629,74.38509530305524,90.6166474962,63.4964445709
116.56901597,70.7370777451,84.206867928483,106.9797094968,68.6128322629
117.0627805645,71.0800256736,84.76562349202956,106.9797094968,68.6128322629
114.0657729334,71.6840839919,82.10810522214798,106.9797094968,68.6128322629
87.154033346,62.2643547571,53.58000034111155,72.113705613,58.5353114197
106.8315063963,65.5684155067,73.53293904903951,87.154033346,62.2643547571
77.046123034,59.9559837713,43.217221983186214,72.113705613,58.5353114197
84.2214656677,61.8000095483,50.62446379743615,72.113705613,58.5353114197
80.9000709532,60.9349447022,47.19243733589882,72.113705613,58.5353114197
100.1645724007,65.2286815467,66.92964058536015,80.9000709532,60.9349447022
108.3926478047,66.7201526376,75.291800047419,100.1645724007,65.2286815467
96.3206231398,64.4421106305,63.00678659814425,80.9000709532,60.9349447022
33.7166262515,59.0904022536,9.180547985310836,35.0,50.0
30.8297441496,76.9826526533,27.304198628485224,33.7166262515,59.0904022536
27.980677539,90.0283847061,40.657411925107475,30.8297441496,76.9826526533
24.0183003092,104.8670479007,56.0160042666606,27.980677539,90.0283847061
32.3433488508,71.1751861308,21.343109071607856,33.7166262515,59.0904022536
30.5103669274,85.8302557741,36.11236392693093,32.3433488508,71.1751861308
31.2458418782,87.2525348809,37.457874486817836,32.3433488508,71.1751861308
30.8574705741,88.5320479394,38.76345597102424,32.3433488508,71.1751861308
29.727671673,103.9020488208,54.17492483843476,30.8574705741,88.5320479394
27.1929951464,119.1301107954,69.61249124628401,29.727671673,103.9020488208
31.0570590969,78.4704984566,28.74228170927718,33.7166262515,59.0904022536
27.6176234126,98.0567156814,48.62819690077612,31.0570590969,78.4704984566
26.6666489877,103.7248329111,54.375535875156864,27.6176234126,98.0567156814
29.3385679761,90.5987005524,40.99162854120402,31.0570590969,78.4704984566
27.3341570968,101.6347776739,52.20825286426806,29.3385679761,90.5987005524
26.652053084,110.6825286928,61.2816791401731,27.3341570968,101.6347776739
32.953835593,53.8216487178,4.334949561729186,35.0,50.0
22.9628749669,68.3933252246,22.002803150977304,32.953835593,53.8216487178
17.732522593,76.0426016042,31.269302764459614,22.9628749669,68.3933252246
10.9337334423,86.3395527458,43.608295297408716,17.732522593,76.0426016042
-0.3394304468,101.533828458,62.52786819134211,10.9337334423,86.3395527458
0.159888969,100.9966427657,61.79911750494813,10.9337334423,86.3395527458
-5.5227575197,111.7941031622,74.00065929807904,0.159888969,100.9966427657
-10.1470807062,115.4083949895,79.51725019566067,0.159888969,100.9966427657
-4.8133577538,109.5621544355,71.7037211381745,0.159888969,100.9966427657
-11.3813101679,119.6044370502,83.70311441564432,-4.8133577538,109.5621544355
13.5205846053,83.2002050521,39.56413958926669,22.9628749669,68.3933252246
11.9595612079,87.6982882584,44.32539431654481,13.5205846053,83.2002050521
24.5794726752,43.7351053165,12.158794969989833,35.0,50.0
7.7216055568,33.0499000058,32.11778533306791,24.5794726752,43.7351053165
-4.5451164246,24.2823706931,47.19565117734493,7.7216055568,33.0499000058
-7.7889106098,23.7142929813,50.221090839804894,7.7216055568,33.0499000058
-1.3675566456,27.2739456054,42.88693194628833,7.7216055568,33.0499000058
-4.8474450882,25.3841019443,46.84006416605678,7.7216055568,33.0499000058
-19.3806086752,17.6219046399,63.31624548452184,-4.8474450882,25.3841019443
-17.1842023312,17.7812563701,61.3314008917645,-4.8474450882,25.3841019443
-3.2590045575,25.2123387966,45.608566043991345,7.7216055568,33.0499000058
-12.5883422799,19.1153694047,56.75350113148114,-3.2590045575,25.2123387966
-6.1470268189,22.9410803034,49.27958010366065,7.7216055568,33.0499000058
3.5504741246,29.9255867197,37.32927945034251,7.7216055568,33.0499000058
-7.6956454574,23.3741475165,50.31975816760005,7.7216055568,33.0499000058
31.2153415455,64.0281325258,14.529698612793947,35.0,50.0
26.7557725985,79.937414082,31.052198267128706,31.2153415455,64.0281325258
24.3651244147,89.5195620162,40.928065711135815,26.7557725985,79.937414082
21.8972500997,99.5051225907,51.21406705381731,24.3651244147,89.5195620162
24.7834669746,88.5201663018,39.8586518746003,26.7557725985,79.937414082
24.567212739,87.3806186841,38.81048989656216,26.7557725985,79.937414082
28.3018537226,76.7183858159,27.55010336307266,31.2153415455,64.0281325258
28.679038252,75.2082035704,25.993852439349233,31.2153415455,64.0281325258
25.0071464057,91.2568889793,42.45723887971332,28.679038252,75.2082035704
26.6148117173,84.8724843371,35.87612717364837,28.679038252,75.2082035704
23.2920186775,103.1570581933,54.46016857179899,26.6148117173,84.8724843371
23.1666866233,104.1605652122,55.46999433937833,26.6148117173,84.8724843371
24.2425749145,97.1680024832,48.39839829072746,26.6148117173,84.8724843371
25.7558766459,92.8876790874,43.91335936146011,28.679038252,75.2082035704
24.336858786,102.6247547358,53.753290960276196,25.7558766459,92.8876790874
25.0181726846,98.6199601548,49.692914134121246,25.7558766459,92.8876790874
22.9954430491,114.4994268261,65.70069027396208,25.0181726846,98.6199601548
25.1823316871,90.9454088987,42.11485080626461,28.679038252,75.2082035704
23.1175321208,100.0576581285,51.45810951374903,25.1823316871,90.9454088987
19.8544968691,112.4790726977,64.30096507447894,23.1175321208,100.0576581285
18.1670574996,119.5729983423,71.59282578878582,19.8544968691,112.4790726977
17.7883745491,119.8438988029,71.95011698832126,19.8544968691,112.4790726977
21.210942264,63.8512949381,19.544730356517483,35.0,50.0
9.450757577,78.3550734001,38.217211004442234,21.210942264,63.8512949381
1.9710471216,87.9333186926,50.369941207154646,9.450757577,78.3550734001
-0.3354741167,90.0332824175,53.453709835107404,9.450757577,78.3550734001
-13.6437249719,100.2972529349,70.2602154685515,-0.3354741167,90.0332824175
-11.5167517045,101.1508920244,69.22146845410184,-0.3354741167,90.0332824175
-11.9482402606,103.7528798786,71.42823881384649,-0.3354741167,90.0332824175
-0.0175174841,89.8125874549,53.08068505826248,9.450757577,78.3550734001
3.7095283292,83.8631954837,46.17341123845068,9.450757577,78.3550734001
10.2503090316,74.7327869794,34.98954663577658,21.210942264,63.8512949381
2.082672941,84.9817872964,48.09497630467098,10.2503090316,74.7327869794
-9.4237058765,94.9974105762,63.349794008422286,2.082672941,84.9817872964
-5.8497644989,93.9837764618,60.09328337991732,2.082672941,84.9817872964
8.1883039493,76.8214205584,37.92442750532424,21.210942264,63.8512949381
11.0070407142,73.7810904073,33.78272336459821,21.210942264,63.8512949381
27.4414473819,67.2085448813,18.79536471080843,35.0,50.0
22.1999668962,80.8823314818,33.43932447850743,27.4414473819,67.2085448813
25.408951194,72.5193853647,24.48184581901132,27.4414473819,67.2085448813
19.1242448736,84.1809550611,37.696120380237375,27.4414473819,67.2085448813
14.8172219075,94.0822363703,48.49361168120289,19.1242448736,84.1809550611
7.6068399927,111.2016994402,67.06955373427103,14.8172219075,94.0822363703
8.1333682543,108.943886761,64.78908810850592,14.8172219075,94.0822363703
22.7995217365,78.4329560715,30.941758425162874,27.4414473819,67.2085448813
18.0290942022,88.3233561865,41.92251401368226,22.7995217365,78.4329560715
11.6346934156,106.478877517,61.17118451847067,18.0290942022,88.3233561865
10.2763314839,105.8172129247,61.057308325169586,18.0290942022,88.3233561865
5.5562360676,118.2201012899,74.32798805676546,10.2763314839,105.8172129247
6.6658477061,114.2583873053,70.23821340220066,10.2763314839,105.8172129247
13.7418141696,100.0679803449,54.425192394733386,18.0290942022,88.3233561865
9.9869915578,110.4810770084,65.49457697426082,13.7418141696,100.0679803449
7.3335679855,117.6886766728,73.17498061316671,13.7418141696,100.0679803449
7.9854226512,115.2577468215,70.66911584095625,13.7418141696,100.0679803449
9.1838345626,113.6451946749,68.74706123439901,13.7418141696,100.0679803449
13.0490462489,105.1579928549,59.47830705684055,18.0290942022,88.3233561865
9.560759498,116.5963173647,71.43671046398465,13.0490462489,105.1579928549
12.9327501182,101.7185608618,56.25444449480379,18.0290942022,88.3233561865
10.5411728683,107.0971665433,62.1407880813865,12.9327501182,101.7185608618
5.6154644569,119.7650932186,75.72801631802349,12.9327501182,101.7185608618
9.3401930469,110.4003788877,65.65021112373779,12.9327501182,101.7185608618
26.2855442253,69.6500937525,21.49671122651052,27.4414473819,67.2085448813
26.9183432335,34.8889409671,17.13643140176227,35.0,50.0
19.5225896408,18.9556199341,34.70253200333504,26.9183432335,34.8889409671
13.3964688308,4.2418023299,50.64071837030857,19.5225896408,18.9556199341
11.1369968606,-2.9713548351,58.19947818069481,13.3964688308,4.2418023299
2.7775932075,-12.1413515892,70.16424909197971,13.3964688308,4.2418023299
14.8928391198,9.8311360559,44.9343840316939,19.5225896408,18.9556199341
7.06076434,-5.40181965,62.06284966333442,14.8928391198,9.8311360559
2.0629636674,-17.7370657636,75.37210615068656,7.06076434,-5.40181965
2.9497379425,-14.2078383796,71.78120877930702,7.06076434,-5.40181965
5.3272584995,-6.7872120536,64.10910245184238,14.8928391198,9.8311360559
2.3579749197,-11.1202008308,69.36185760705483,5.3272584995,-6.7872120536
20.3248819999,24.3193704803,29.593941237777635,26.9183432335,34.8889409671
34.4503747867,66.6660500585,16.675110567175352,35.0,50.0
36.4024591775,86.0520039374,36.15909992417416,34.4503747867,66.6660500585
37.2173070897,91.6583043436,41.82430789604729,36.4024591775,86.0520039374
39.0173396922,111.1749642412,61.42380102542824,37.2173070897,91.6583043436
39.3957301344,115.5469688439,65.81214964111254,39.0173396922,111.1749642412
38.7389495103,36.9348818734,13.589593632724435,35.0,50.0
25.2011533788,62.4874941557,15.87308745627152,35.0,50.0
13.9551282385,74.3070354252,32.1879468573719,25.2011533788,62.4874941557
19.1686043317,68.9422141698,24.707964844559953,25.2011533788,62.4874941557
20.6836180492,68.9057045988,23.72175299546365,25.2011533788,62.4874941557
17.2400279697,71.3101849986,27.756664000763884,25.2011533788,62.4874941557
14.167012556,78.3435799435,35.190636995678815,25.2011533788,62.4874941557
2.0350757812,93.7448740621,54.79634408405916,14.167012556,78.3435799435
4.2441675733,93.5217736017,53.32459451400662,14.167012556,78.3435799435
2.0352144344,96.3690982352,56.9283053151659,4.2441675733,93.5217736017
-3.4779158895,103.4318200649,65.88801737201915,4.2441675733,93.5217736017
-6.1358234481,107.790912313,70.969778932614,4.2441675733,93.5217736017
5.4802358919,89.2765959878,49.15455222876704,14.167012556,78.3435799435
-0.1206906107,96.9247089472,58.634215172525614,5.4802358919,89.2765959878
-6.9980429578,106.5724590254,70.48229758604595,-0.1206906107,96.9247089472
-3.9809375297,103.628121904,66.34408679596666,5.4802358919,89.2765959878
-7.035145838,107.8642465954,71.56643691747111,-3.9809375297,103.628121904
18.6471690767,69.5545078388,25.511416804726885,25.2011533788,62.4874941557
14.0476218315,75.9901213709,33.3865739078401,25.2011533788,62.4874941557
5.901531863,88.0026336628,47.90067854222747,14.0476218315,75.9901213709
7.9307899305,84.95180417,44.23679930166378,14.0476218315,75.9901213709
1.404767911,89.7080568531,52.04196211470688,14.0476218315,75.9901213709
-10.6344737179,104.6120137223,71.20106620018052,1.404767911,89.7080568531
-19.0098521044,115.005692298,84.54930643820502,-10.6344737179,104.6120137223
6.9072631249,84.6806188921,44.63421675533939,14.0476218315,75.9901213709
7.2266984662,84.7626147166,44.498802984656606,14.0476218315,75.9901213709
-1.6297976573,96.464194082,59.17410479519276,7.2266984662,84.7626147166
-10.0615037499,106.9947904461,72.66436526026844,-1.6297976573,96.464194082
-19.002897221,118.0121051212,86.85343640165058,-10.0615037499,106.9947904461
-12.8772338076,112.1028218634,78.4373210074521,-1.6297976573,96.464194082
-5.0727400972,100.1339999782,64.18523673572957,7.2266984662,84.7626147166
-17.7941472829,114.7323524573,83.54876161857115,-5.0727400972,100.1339999782
-13.9876223578,108.4952980407,76.40761093268193,-5.0727400972,100.1339999782
10.9994927437,79.8275049302,38.28724768978871,14.0476218315,75.9901213709
-0.0496526684,94.8827835755,56.9619640042433,10.9994927437,79.8275049302
-8.0584470863,106.0047292575,70.66738131936161,-0.0496526684,94.8827835755
-15.4143743931,114.9219237075,82.22705360719212,-8.0584470863,106.0047292575
-12.5040176892,113.4511215192,79.3398582262478,-8.0584470863,106.0047292575
-12.9843901279,112.5338892566,78.8463082137002,-8.0584470863,106.0047292575
5.232461293,86.8011533267,47.33596340232539,14.0476218315,75.9901213709
16.2409264821,71.5814352382,28.63966219080104,25.2011533788,62.4874941557
18.984616004,71.8165155658,27.08361721192489,25.2011533788,62.4874941557
10.4090145207,85.199115892,42.97811098464962,18.984616004,71.8165155658
2.8229654822,94.8733612683,55.27197789524324,10.4090145207,85.199115892
